City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
339,Kodiak,57.79,-152.4072,35.11,80,90,13.8,overcast clouds
340,La Paz,-16.5,-68.15,49.98,93,75,10.36,fog
341,Hemsedal,60.8629,8.5534,12.24,98,100,1.7,overcast clouds
342,Dicabisagan,17.0818,122.4157,74.57,83,81,5.3,broken clouds
343,Kanniyakumari,8.0833,77.5667,79.07,81,100,5.48,overcast clouds
344,Seddon,-37.8068,144.8916,80.47,49,0,11.01,clear sky
345,Kavaratti,10.5669,72.642,80.71,70,94,12.73,overcast clouds
346,Kabompo,-13.5927,24.2008,63.9,95,100,1.97,light rain
347,Jiangyou,31.7667,104.7167,51.28,63,86,3.98,overcast clouds
348,Banjar,-8.19,114.9675,78.66,94,100,6.26,moderate rain
349,Caravelas,-17.7125,-39.2481,74.03,89,0,4.9,clear sky
350,Samfya,-11.3649,29.5565,70.52,64,12,5.99,few clouds
351,Drumheller,51.4617,-112.7101,4.86,77,76,2.3,broken clouds
352,Storslett,69.7678,21.0247,12.42,67,1,8.41,clear sky
353,Brae,60.3964,-1.353,40.91,64,77,9.95,broken clouds
354,Goshogawara,40.8044,140.4414,47.93,60,49,5.01,scattered clouds
355,Bayan,46.0833,127.4,19.22,89,14,6.87,few clouds
356,Alamosa,37.4695,-105.87,42.31,32,1,8.05,clear sky
357,Barguzin,53.6167,109.6167,16.39,89,50,4.25,scattered clouds
358,Japura,-0.3167,102.35,76.51,90,92,3.38,overcast clouds
359,Asmara,15.3333,38.9333,52.21,70,0,2.82,clear sky
360,Hue,16.4667,107.6,68.11,73,75,6.91,broken clouds
361,Guayaramerin,-10.8368,-65.3614,73.63,98,100,2.06,overcast clouds
362,Oktyabrskiy,54.4815,53.471,24.82,93,60,3.65,broken clouds
363,Pangody,65.85,74.4859,-26.63,100,9,8.12,clear sky
364,Altamira,-3.2033,-52.2064,73.53,96,94,1.63,overcast clouds
365,Bainbridge,47.6262,-122.5212,40.77,85,20,1.01,few clouds
366,Kalmunai,7.4167,81.8167,77.25,85,2,2.26,clear sky
367,Poum,-20.2333,164.0167,81.09,75,10,11.43,clear sky
368,Laguna,38.421,-121.4238,58.64,89,75,5.75,broken clouds
369,Vestmannaeyjar,63.4427,-20.2734,43.47,69,62,22.97,broken clouds
370,Salalah,17.0151,54.0924,73.49,35,0,4.61,clear sky
371,Georgetown,5.4112,100.3354,79.9,77,20,2.3,few clouds
372,Neiafu,-18.65,-173.9833,84.88,74,75,12.66,broken clouds
373,Balykshi,47.0667,51.8667,32.0,93,40,6.71,mist
374,Sola,-13.8833,167.55,81.66,73,30,10.31,scattered clouds
375,Buraydah,26.326,43.975,54.05,25,1,9.22,clear sky
376,Fortuna,40.5982,-124.1573,51.19,67,99,4.45,overcast clouds
377,Ilulissat,69.2167,-51.1,32.02,47,100,12.66,overcast clouds
378,Kloulklubed,7.0419,134.2556,86.5,77,100,14.99,overcast clouds
379,Vung Tau,10.346,107.0843,76.48,79,100,2.8,overcast clouds
380,Gari,59.4307,62.3497,4.12,92,100,3.94,light snow
381,Tamandare,-8.7597,-35.1047,77.94,85,27,10.22,scattered clouds
382,Bend,44.0582,-121.3153,42.31,58,1,1.01,clear sky
383,Labytnangi,66.6572,66.4183,-12.6,90,94,7.63,overcast clouds
384,Maltahohe,-24.8333,16.9833,56.37,55,0,7.83,clear sky
385,Bengkulu,-3.8004,102.2655,78.15,84,100,7.16,light rain
386,Ardabil,38.2498,48.2933,42.37,42,100,6.26,overcast clouds
387,Palu,-0.8917,119.8707,86.41,62,96,3.36,overcast clouds
388,Fujin,47.26,132.0322,32.81,90,100,10.85,overcast clouds
389,Atambua,-9.1061,124.8925,81.16,75,99,4.59,overcast clouds
390,Palmerston,-12.486,130.9833,92.93,67,0,2.3,clear sky
391,Kushmurun,52.4503,64.6311,24.51,90,100,9.31,overcast clouds
392,Krasnyy Chikoy,50.3643,108.7512,5.77,97,54,2.77,broken clouds
393,Kijang,35.2442,129.2139,46.13,60,7,2.15,clear sky
394,Hammerfest,70.6634,23.6821,28.85,74,40,17.27,scattered clouds
395,Mayskiy,47.6931,40.1025,38.44,89,100,2.48,overcast clouds
396,Leszno,51.8403,16.5749,33.03,96,100,3.0,light snow
397,Ponta Delgada,37.7333,-25.6667,63.5,59,75,5.75,broken clouds
398,Wahiawa,21.5028,-158.0236,73.72,81,90,4.61,light intensity drizzle
399,Karratha,-20.7377,116.8463,96.73,20,26,16.51,scattered clouds
400,Azul,-36.777,-59.8585,60.48,77,33,5.44,scattered clouds
401,Poronaysk,49.2167,143.1167,28.96,89,16,4.34,few clouds
402,Yerbogachen,61.2767,108.0108,-26.45,100,72,2.3,broken clouds
403,Diamantino,-14.4086,-56.4461,73.99,93,89,1.63,moderate rain
404,Waipawa,-41.4122,175.5153,52.45,95,100,7.16,moderate rain
405,Show Low,34.2542,-110.0298,45.14,40,1,0.0,clear sky
406,Maldonado,-34.6667,-54.9167,65.59,97,20,4.74,few clouds
407,Chalmette,29.9427,-89.9634,71.01,79,1,4.0,clear sky
408,Filingue,14.3521,3.3168,73.26,17,3,8.19,clear sky
409,Praya,14.9215,-23.5087,72.14,83,0,14.92,clear sky
410,Korostyshiv,50.3172,29.0563,31.96,97,100,5.14,overcast clouds
411,Chara,56.9064,118.2631,4.03,77,100,3.31,overcast clouds
412,Khasan,42.4308,130.6434,35.51,60,6,4.03,clear sky
413,Araouane,18.9048,-3.5265,60.49,16,95,10.78,overcast clouds
414,Jilib,0.4883,42.7854,73.17,86,52,4.03,broken clouds
415,Nizwa,22.9333,57.5333,61.0,69,0,2.42,clear sky
416,Tornio,65.8481,24.1466,-9.38,97,70,5.91,broken clouds
417,Bourail,-21.5667,165.4833,86.86,55,58,1.81,light rain
418,Moses Lake,47.1301,-119.2781,36.18,48,1,0.0,clear sky
419,Jadu,31.953,12.0261,44.91,37,0,14.34,clear sky
420,Mzimba,-11.9,33.6,66.38,73,23,9.84,few clouds
421,Centralia,46.7162,-122.9543,39.69,84,75,0.0,broken clouds
422,Barra Do Garcas,-15.89,-52.2567,73.63,91,27,2.59,scattered clouds
423,Jerusalem,31.769,35.2163,53.71,77,13,3.29,few clouds
424,Blyth,55.1271,-1.5086,37.58,95,20,2.3,few clouds
425,Mana,5.6592,-53.7767,76.69,91,100,6.69,overcast clouds
426,Komsomolskiy,40.4272,71.7189,35.02,80,21,6.91,mist
427,Chapais,49.7834,-74.8492,-0.62,96,100,4.0,overcast clouds
428,Devonport,-41.1667,146.35,64.09,76,95,13.89,overcast clouds
429,Buala,-8.145,159.5921,78.08,90,100,17.94,light rain
430,Grinnell,41.743,-92.7224,43.99,65,40,10.36,scattered clouds
431,Tuatapere,-46.1333,167.6833,56.82,50,68,9.08,broken clouds
432,Pandamatenga,-18.5278,25.627,71.17,67,99,2.51,overcast clouds
433,Manta,-0.95,-80.7333,73.18,83,75,10.36,broken clouds
434,San Andres,12.5847,-81.7006,82.42,78,20,12.66,few clouds
435,Chiny,49.7333,5.3333,34.83,98,100,2.46,overcast clouds
436,Mgandu,-5.95,34.1333,62.58,81,100,7.49,overcast clouds
437,Korla,41.7597,86.1469,29.53,58,100,2.21,overcast clouds
438,Cururupu,-1.8283,-44.8683,76.55,91,40,3.42,scattered clouds
439,Koraput,18.8167,82.7167,64.31,91,84,2.55,broken clouds
440,Tammisaari,59.9736,23.4339,4.93,88,22,8.86,few clouds
441,Zilair,52.2332,57.4392,26.29,97,100,5.7,light snow
442,High Level,58.5169,-117.136,-23.69,76,1,0.0,clear sky
443,Gamba,-2.65,10.0,75.88,94,100,5.77,moderate rain
444,Esna,25.2934,32.554,53.62,49,96,8.23,overcast clouds
445,Celestun,20.8667,-90.4,73.53,81,0,11.18,clear sky
446,Loukhi,66.0764,33.0381,2.7,92,14,5.39,few clouds
447,Benguela,-12.5763,13.4055,75.96,84,94,2.21,overcast clouds
448,Steinbach,50.1667,8.5667,37.49,90,20,1.14,few clouds
449,Fengcheng,40.4536,124.0717,36.14,83,100,3.56,light rain
450,Taksimo,56.3444,114.8794,6.85,88,100,2.15,overcast clouds
451,Talcahuano,-36.7167,-73.1167,55.65,86,0,8.19,clear sky
452,Xochistlahuaca,16.7833,-98.25,72.63,83,0,0.29,clear sky
453,Yelovo,57.0538,54.9207,4.78,88,57,7.25,broken clouds
454,Wick,58.4333,-3.0833,40.75,66,100,27.72,overcast clouds
455,Dakoro,14.5106,6.765,65.61,18,0,10.56,clear sky
456,Arman,59.7,150.1667,-8.57,86,4,4.52,clear sky
457,Pauini,-7.7136,-66.9764,73.62,98,100,2.17,overcast clouds
458,Taldan,53.6667,124.8,11.19,84,96,5.82,overcast clouds
459,Henties Bay,-22.116,14.2845,56.86,93,3,7.38,clear sky
460,Mitchell,43.7094,-98.0298,30.18,62,90,15.01,overcast clouds
461,Medicine Hat,50.0501,-110.6683,0.84,79,40,3.0,scattered clouds
462,Acarau,-2.8856,-40.12,81.21,81,32,17.07,scattered clouds
463,Gomel,52.4345,30.9754,26.58,93,90,11.18,overcast clouds
464,Sudzha,51.1976,35.2726,29.17,71,97,7.54,overcast clouds
465,San Patricio,28.017,-97.5169,75.61,86,100,14.03,overcast clouds
466,San Cristobal,7.7669,-72.225,73.58,82,100,1.86,overcast clouds
467,Rabaul,-4.1967,152.1721,83.64,70,62,5.95,broken clouds
468,Kirkland Lake,48.1446,-80.0377,11.23,92,100,7.85,light snow
469,Tura,25.5198,90.2201,68.05,80,100,3.85,overcast clouds
470,Talakan,50.3167,130.3667,10.65,91,100,3.96,light snow
471,Waterloo,43.4668,-80.5164,34.43,96,90,5.99,snow
472,Khash,28.2211,61.2158,44.6,41,6,2.59,clear sky
473,Linhares,-19.3911,-40.0722,70.75,95,59,2.91,broken clouds
474,Sayhat,26.4852,50.0405,63.34,34,4,10.13,clear sky
475,Greystones,53.1408,-6.0631,43.66,87,100,18.03,overcast clouds
476,Mogadishu,2.0371,45.3438,78.24,77,17,11.86,few clouds
477,Marsa Matruh,31.3525,27.2453,57.4,88,40,8.05,scattered clouds
478,College,64.8569,-147.8028,14.22,76,75,0.0,broken clouds
479,Ahipara,-35.1667,173.1667,74.98,64,96,10.31,moderate rain
480,Hun,29.1268,15.9477,49.35,43,0,6.33,clear sky
481,Ahuimanu,21.4447,-157.8378,76.71,82,75,5.75,moderate rain
482,Ishigaki,24.3448,124.1572,75.33,60,75,17.27,broken clouds
483,Comodoro Rivadavia,-45.8667,-67.5,62.46,63,0,11.5,clear sky
484,Ayan,56.45,138.1667,25.0,69,100,8.57,overcast clouds
485,Lengshuijiang,27.6881,111.4294,58.64,41,0,1.05,clear sky
486,Starobaltachevo,56.0013,55.9213,13.57,82,99,8.03,overcast clouds
487,Husavik,66.0449,-17.3389,40.91,79,100,24.65,light rain
488,Bairnsdale,-37.8333,147.6167,78.46,56,100,4.0,overcast clouds
489,Buzmeyin,38.0507,58.2056,33.53,100,84,2.3,fog
490,West Point,33.6076,-88.6503,68.11,80,20,9.22,few clouds
491,Seoul,37.5683,126.9778,42.24,65,0,1.14,clear sky
492,Cochrane,51.1834,-114.4687,7.39,77,1,6.91,clear sky
493,Choix,26.7092,-108.3219,68.72,35,27,2.86,scattered clouds
494,Foso,5.7012,-1.2866,74.82,96,16,2.42,few clouds
495,Alvdal,62.1077,10.6307,6.64,99,87,5.14,overcast clouds
496,Bhadrachalam,17.6667,80.8833,70.77,88,5,3.06,clear sky
497,Pangai,-19.8,-174.35,82.51,65,20,18.41,few clouds
498,Tefe,-3.3542,-64.7114,74.23,97,77,2.06,light rain
499,Gazojak,41.1875,61.4036,37.38,78,100,10.69,overcast clouds
500,Locri,38.2414,16.2623,56.16,83,89,4.09,overcast clouds
501,Kemijarvi,66.7131,27.4306,0.05,97,41,3.42,scattered clouds
502,Aktash,50.3,87.7333,8.58,68,100,4.14,overcast clouds
503,Hoi An,15.8794,108.335,69.76,79,100,10.07,overcast clouds
504,Kaukauna,44.278,-88.272,37.36,93,90,8.99,snow
505,Shahrud,36.4182,54.9763,34.97,58,18,0.43,few clouds
506,Chagoda,59.164,35.3285,-5.62,96,26,5.61,scattered clouds
507,Khanpur,28.6453,70.6567,58.69,28,0,7.76,clear sky
508,Sturgeon Falls,46.3646,-79.9326,26.1,93,100,17.25,snow
509,Espanola,35.9911,-106.0806,55.38,41,21,4.09,few clouds
510,Aban,56.67,96.06,29.21,88,100,12.48,overcast clouds
511,Srednekolymsk,67.45,153.6833,-47.99,99,86,4.74,overcast clouds
512,Pochutla,15.7432,-96.4661,80.82,80,0,3.13,clear sky
513,Tangi,34.3006,71.6536,50.0,70,42,2.89,scattered clouds
514,Qeshm,26.9581,56.2719,62.49,64,43,5.93,scattered clouds
515,Mount Gambier,-37.8333,140.7667,76.91,31,32,10.36,scattered clouds
516,Homer,59.6425,-151.5483,37.29,78,90,11.5,light rain
517,Dubrovnik,42.6481,18.0922,52.65,93,40,6.91,scattered clouds
518,Tabas,33.5959,56.9244,48.43,37,87,0.51,overcast clouds
519,Sainte-Rose,16.3324,-61.6979,78.19,88,0,5.75,clear sky
520,Lavrentiya,65.5833,-171.0,26.6,96,100,14.23,snow
521,Beloha,-25.1667,45.05,71.04,93,14,3.02,few clouds
522,Fukue,32.6881,128.8419,59.36,72,75,3.44,broken clouds
523,Koppang,61.5706,11.0555,5.2,98,55,3.29,broken clouds
524,Luangwa,-15.6167,30.4167,78.96,41,2,3.09,clear sky
525,Athabasca,54.7169,-113.2854,-5.98,71,0,6.42,clear sky
526,Sal Rei,16.1833,-22.9167,72.16,74,98,18.52,overcast clouds
527,Palauig,15.435,119.9045,81.37,56,51,2.24,broken clouds
528,Paso De Los Toros,-32.8167,-56.5167,63.14,91,17,7.99,few clouds
529,Dinghai,26.2847,119.7936,61.72,70,92,15.23,overcast clouds
530,Kot Samaba,28.5522,70.4684,58.8,28,0,7.99,clear sky
531,Mindelo,16.8901,-24.9804,72.95,73,75,17.27,broken clouds
532,Akyab,20.15,92.9,79.14,74,55,6.13,broken clouds
533,Mayo,38.8876,-76.5119,50.23,72,90,6.91,overcast clouds
534,Piterka,50.6803,47.4454,25.79,92,98,11.97,overcast clouds
535,Kirs,59.3388,52.2447,-10.46,99,54,3.94,broken clouds
536,Hofn,64.2539,-15.2082,42.3,96,100,27.67,overcast clouds
537,Eureka,40.8021,-124.1637,51.21,79,98,6.71,overcast clouds
538,Santa Fe,-31.6333,-60.7,78.03,61,38,3.0,light rain
539,Coquimbo,-29.9533,-71.3436,59.32,83,48,3.29,scattered clouds
540,Toktogul,41.8708,72.9402,36.43,57,87,3.33,overcast clouds
541,Villa Union,23.2,-106.2333,76.01,78,75,0.0,broken clouds
542,Manaira,-7.7061,-38.1544,75.52,61,84,9.66,broken clouds
543,Sangar,63.9242,127.4739,-35.21,99,85,2.93,overcast clouds
544,Ucluelet,48.9329,-125.5528,41.09,75,100,1.01,overcast clouds
545,Acapulco,16.8634,-99.8901,82.22,78,1,6.91,clear sky
546,Fort Nelson,58.8053,-122.7002,-22.41,76,20,3.44,few clouds
547,Saint Anthony,45.0205,-93.218,34.75,66,90,5.01,overcast clouds
548,Oriximina,-1.7656,-55.8661,78.04,81,99,2.98,overcast clouds
549,Beltiug,47.55,22.85,41.18,93,90,4.61,overcast clouds
550,Gimli,50.6336,-96.9907,3.43,72,100,17.27,overcast clouds
551,Baikunthpur,23.25,82.55,62.82,71,0,2.84,clear sky
552,Keningau,5.3378,116.1602,81.05,83,100,1.97,overcast clouds
553,Lyngseidet,69.5763,20.2189,17.69,61,0,8.99,clear sky
554,Ocu,35.0044,135.8683,52.5,85,100,2.33,light rain
555,Shubarkuduk,49.1447,56.4872,31.23,69,100,7.2,overcast clouds
556,Smithers,54.7804,-127.1743,16.12,92,90,0.0,overcast clouds
557,Ballina,-28.8667,153.5667,70.79,95,90,8.05,light rain
558,Campo Grande,-20.4428,-54.6464,78.35,73,0,2.3,clear sky
559,Lapua,62.9693,23.0088,3.65,98,6,2.39,clear sky
560,Uppsala,60.0,17.75,12.42,92,75,2.3,light snow
561,Namtsy,62.7161,129.6658,-25.49,98,97,4.61,overcast clouds
562,Itaqui,-29.1253,-56.5531,76.01,55,42,11.43,scattered clouds
563,Labuan,5.2767,115.2417,82.76,83,20,3.0,few clouds
564,Port Macquarie,-31.4333,152.9167,72.9,68,84,6.31,broken clouds
565,Raudeberg,61.9875,5.1352,34.95,77,100,11.01,overcast clouds
566,Klaksvik,62.2266,-6.589,38.32,66,100,24.32,overcast clouds
567,Rawson,-43.3002,-65.1023,63.52,62,3,13.29,clear sky
568,Prince Rupert,54.3161,-130.3201,33.49,78,90,6.91,overcast clouds
569,Muros,42.7762,-9.0603,53.24,95,71,2.39,broken clouds
570,Mahebourg,-20.4081,57.7,77.29,83,75,11.5,light rain
571,Sept-Iles,50.2001,-66.3821,9.12,66,1,5.75,clear sky
572,Sucua,-2.4667,-78.1667,69.04,99,100,1.86,light rain
573,Lagoa Vermelha,-28.2086,-51.5258,58.5,98,16,3.09,few clouds
574,Nyanza,-2.3519,29.7509,60.78,92,100,2.75,overcast clouds
575,Praia,14.9215,-23.5087,72.14,83,0,14.92,clear sky
576,Dhidhdhoo,6.8833,73.1,81.93,73,12,7.09,few clouds
577,Kutum,14.2,24.6667,60.78,23,0,6.58,clear sky
578,Dunedin,-45.8742,170.5036,54.81,66,94,3.0,overcast clouds
579,Sohag,26.557,31.6948,52.09,64,98,5.53,overcast clouds
580,Uniao,-4.5858,-42.8642,82.42,74,100,2.91,overcast clouds
581,Palmer,42.1584,-72.3287,39.47,65,90,5.75,overcast clouds
582,Terrak,65.087,12.3715,9.1,84,3,11.41,clear sky
583,Dulce Nombre De Culmi,15.1,-85.5333,67.71,98,12,2.48,few clouds
584,Murgab,37.4966,61.9714,39.07,81,55,9.22,broken clouds
585,Jian,27.1172,114.9793,56.7,47,0,2.98,clear sky
586,Vitim,59.4511,112.5578,-3.44,99,98,1.95,overcast clouds
587,Ponoka,52.6768,-113.5815,2.48,93,10,6.22,clear sky
588,Batagay-Alyta,67.8006,130.4114,-19.62,98,100,2.21,overcast clouds
589,Berdigestyakh,62.0989,126.6992,-16.69,95,98,5.03,overcast clouds
590,Acari,-15.4311,-74.6158,70.43,80,100,3.8,overcast clouds
591,Anadyr,64.75,177.4833,0.1,77,90,35.01,heavy snow
592,Avera,33.194,-82.5271,60.46,76,25,6.42,scattered clouds
593,Lensk,60.7253,114.9278,-15.88,100,85,2.26,overcast clouds
594,Canico,32.6333,-16.85,65.03,76,40,1.99,scattered clouds
595,Galle,6.0367,80.217,78.39,83,49,3.2,scattered clouds
596,Pagudpud,18.5616,120.7868,76.96,78,87,13.67,overcast clouds
597,Fallon,39.4735,-118.7774,53.47,36,40,5.75,scattered clouds
598,Mahibadhoo,3.7833,72.9667,82.87,71,74,14.34,broken clouds
599,Westport,41.1415,-73.3579,46.8,65,90,1.01,overcast clouds
600,Goma,-1.6792,29.2228,60.8,85,99,2.95,overcast clouds
601,Amboasary,-25.0333,46.3833,76.84,85,0,5.55,clear sky
602,Tebingtinggi,3.3285,99.1625,78.85,81,87,4.45,overcast clouds
603,Chiredzi,-21.05,31.6667,75.0,68,77,4.25,broken clouds
604,Sabha,27.0377,14.4283,48.69,33,2,7.63,clear sky
605,Lasa,46.6166,10.7002,25.68,93,92,6.08,overcast clouds
606,Strezhevoy,60.7333,77.5889,-0.42,100,86,4.94,overcast clouds
607,Majene,-3.5403,118.9707,80.38,85,100,9.04,heavy intensity rain
608,Zaozerne,45.1582,33.2787,47.95,82,100,8.79,overcast clouds
609,Morehead,37.2711,-87.1764,65.95,90,75,4.0,broken clouds
610,Jumla,29.2747,82.1838,41.59,84,57,5.03,broken clouds
611,San Ramon,37.7799,-121.978,57.11,83,1,1.99,haze
612,Burnie,-41.0667,145.9167,59.88,83,93,11.61,overcast clouds
613,West Bay,19.3667,-81.4167,80.01,88,20,1.01,few clouds
614,Kommunisticheskiy,61.6789,64.4819,-6.29,98,99,2.08,overcast clouds
615,Havre-Saint-Pierre,50.2334,-63.5986,21.79,62,1,13.8,clear sky
616,Pingzhuang,42.0372,119.2889,33.66,36,1,15.32,clear sky
617,Sibay,52.7181,58.6658,28.4,98,100,2.93,light snow
618,Himatangi,-40.4,175.3167,65.52,97,100,1.52,overcast clouds
619,Shelburne,44.0787,-80.2041,31.57,99,100,20.58,snow
620,Aksum,14.1245,38.7244,51.24,49,0,3.15,clear sky
621,Nadym,65.5333,72.5167,-24.23,98,6,8.61,clear sky
622,Tshikapa,-6.4167,20.8,68.81,94,100,3.51,overcast clouds
623,Talara,-4.5772,-81.2719,66.31,89,100,15.86,overcast clouds
624,La Primavera,5.4906,-70.4092,80.13,65,96,5.01,overcast clouds
625,Wanaka,-44.7,169.15,53.11,64,100,4.0,overcast clouds
626,Pitanga,-24.7572,-51.7614,60.96,96,49,2.26,scattered clouds
627,Slave Lake,55.2834,-114.769,-7.62,77,1,3.44,clear sky
628,Alboraya,39.5,-0.35,54.77,55,0,4.0,clear sky
629,Biloela,-24.4167,150.5,83.73,50,99,5.08,overcast clouds
630,Xiaoshi,41.2971,124.1209,32.02,88,100,3.87,overcast clouds
631,Ascension,30.2169,-90.9001,70.11,89,1,3.44,clear sky
632,Palasa,18.7667,84.4167,74.35,87,87,1.92,overcast clouds
633,Mareeba,-17.0,145.4333,89.47,47,4,8.5,clear sky
634,Juneau,58.3019,-134.4197,27.21,93,90,13.8,light snow
635,Isangel,-19.55,169.2667,87.91,66,75,6.91,broken clouds
636,Evensk,61.95,159.2333,-13.58,80,15,6.58,few clouds
637,Yumen,40.2833,97.2,25.3,48,31,3.02,scattered clouds
638,Skovorodino,53.9833,123.9167,9.84,89,97,3.49,overcast clouds
639,Sao Miguel Do Araguaia,-13.275,-50.1628,72.48,93,4,3.96,clear sky
640,Rudnogorsk,57.2639,103.7519,24.19,96,100,7.09,light snow
641,Bajil,15.0584,43.2851,74.73,69,0,2.42,clear sky
642,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,55,40,11.18,scattered clouds
643,Evanston,42.0411,-87.6901,42.55,95,90,5.01,mist
644,Kamenka,51.3223,42.7678,27.01,66,100,6.62,overcast clouds
645,Chifeng,42.2683,118.9636,32.68,38,1,9.82,clear sky
646,Pemangkat,1.1667,108.9667,83.14,73,64,12.24,broken clouds
647,Ixtapa,20.7,-105.2,79.83,74,40,6.91,scattered clouds
648,Stromness,58.965,-3.296,40.96,63,100,29.28,overcast clouds
649,Pervoye Maya,56.164,44.7196,13.71,86,95,6.11,overcast clouds
650,Xinxiang,35.3089,113.8672,51.66,27,0,8.19,clear sky
651,Taber,49.8167,-112.1518,7.29,88,100,5.75,overcast clouds
652,Great Yarmouth,52.6083,1.7305,41.02,78,62,5.53,broken clouds
653,Sokolovo,52.5318,84.7896,16.16,94,98,3.29,overcast clouds
654,Parsabad,39.6482,47.9174,41.32,65,20,4.61,few clouds
655,Yar-Sale,66.8333,70.8333,-12.89,89,87,15.26,overcast clouds
656,Nijar,36.9665,-2.206,53.65,41,0,2.3,clear sky
657,Ambon,-3.6954,128.1814,87.94,66,40,13.8,scattered clouds
658,Olinda,-8.0089,-34.8553,82.13,74,75,9.22,broken clouds
659,Fort-Shevchenko,44.5086,50.263,45.5,63,57,4.12,broken clouds
660,Hirara,24.8,125.2833,75.06,56,20,12.66,few clouds
661,Cumaral,4.2708,-73.4867,76.24,72,100,3.58,overcast clouds
662,Inhambane,-23.865,35.3833,75.54,91,0,7.29,clear sky
663,Makakilo City,21.3469,-158.0858,75.52,80,90,4.61,light rain
664,Grong,64.4654,12.3149,4.08,88,9,6.55,clear sky
665,Businga,3.3333,20.8833,71.83,97,97,2.04,overcast clouds
666,Saint-Augustin,51.226,-58.6502,20.16,67,10,9.06,clear sky
667,Larap,14.299,122.6504,80.04,68,82,12.41,broken clouds
668,Ojinaga,29.5667,-104.4167,70.75,37,1,0.0,clear sky
669,Straumen,63.8709,11.2999,20.62,88,8,4.9,clear sky
670,Bakchar,57.0186,82.0711,29.28,88,100,10.69,overcast clouds
671,Nagato,34.3833,131.2,49.95,63,21,4.34,few clouds
672,Taoudenni,22.6783,-3.9836,59.4,25,100,11.05,overcast clouds
673,Thanh Hoa,19.8,105.7667,68.54,48,100,4.0,overcast clouds
674,Tiznit,29.5833,-9.5,53.94,54,0,1.3,clear sky
675,Katangli,51.7102,143.2326,31.69,76,46,13.06,scattered clouds
676,Beringovskiy,63.05,179.3167,6.87,77,100,28.77,overcast clouds
677,Kaeo,-35.1,173.7833,73.49,71,56,8.86,broken clouds
678,Salinas,36.6777,-121.6555,59.0,80,1,5.75,haze
679,Quthing,-30.4,27.7003,58.75,82,96,7.07,light rain
680,Redmond,47.674,-122.1215,40.86,89,100,1.99,overcast clouds
681,Popondetta,-8.7537,148.2534,91.18,52,40,5.46,scattered clouds
682,Conceicao Do Araguaia,-8.2578,-49.2647,73.99,87,100,1.88,overcast clouds
683,La Ronge,55.1001,-105.2842,-12.75,70,1,3.44,clear sky
